city_ascii,GEOprob,BIOprob,x,y,bio_x,bio_y
Rivne,0.5782430518467162,0.437038609763557,2922448.327897652,6553752.875519179,0.40975096539694356,0.9028803550879885
Uman,0.7998194264999048,0.5252554187129227,3363062.004406508,6233273.61147947,0.44780953362445164,1.3197902802940087
Drohobych,0.3163904346658616,0.3381079613225238,2615941.241947454,6333502.200199948,0.13394940702232994,0.7789765027536442
Voznesensk,0.5541423657359877,0.5323397473249875,3488007.0008728793,6032380.702987027,0.3967103697022303,1.4792488142109042
Korosten,0.870762507546033,0.5134790079946069,3189303.411227288,6612524.742239137,0.5750583925975548,1.0606002567409756
Kamyanets-Podilskyy,0.5153596833527324,0.4185325388079148,2958972.252826925,6221462.496651448,0.24091249114163826,1.0520300362606596
Izmayil,0.2863387867699124,0.4183117095097332,3210164.6838019458,5676838.671366042,0.05900244250521158,1.4253624169722072
Bila Tserkva,0.959766334292121,0.5397989626426838,3354156.4451430477,6407279.9391190065,0.5412879525284531,1.248571253791551
Brovary,0.997312933841812,0.5676251778291602,3426514.114158673,6532324.0760306,0.6474925865835095,1.2504414342788666
Illichivsk,0.38205318350225004,0.48872913713818417,3413790.2963610017,5828555.457219464,0.24526414341997604,1.505654866936931
Andorra,0.20167047406945923,0.16220322433721068,168816.00778800048,5236173.783920941,-1.6960882276174156,-0.45806435693276004
Berat,0.18503184826475486,0.12825531300778667,2223272.87012326,4969660.375061782,-0.8279069473610279,1.0256726463328891
Korce,0.16840506422827234,0.13904918656406776,2311738.4694566755,4955968.339636025,-0.7917693703637729,1.0903934053000768
Librazhd,0.16097966563107405,0.14074220384791053,2267210.673139366,5041886.5261552585,-0.7655002845751975,1.0281967831203833
Gjirokaster,0.19888504255984962,0.1226885814082586,2242976.41999367,4877428.993958394,-0.8700296885488914,1.0735144121590943
Puke,0.15884087360627241,0.14475492257611636,2213398.8312898967,5165968.928471645,-0.7223617866478547,0.9454420322799535
Kruje,0.1705294047800068,0.13642473933255972,2203791.959234438,5089198.0895471135,-0.7703120004101374,0.9677459868203009
Tepelene,0.1954486802572245,0.12364005236108541,2230096.7549088867,4907196.471655306,-0.8596659356427367,1.0536815763071548
Rreshen,0.16495790277429592,0.14030136488106412,2205984.953203064,5128573.904155694,-0.7470733630242803,0.9544644487131206
Corovode,0.18413915542967135,0.12953602163339467,2252360.653067543,4941314.273586958,-0.8294389065123777,1.0558902099794227
Shkoder,0.17034043749905423,0.13975882656696204,2172822.876895748,5171245.941112419,-0.7395010574825802,0.9161329235579796
Lushnje,0.18581579207518817,0.1276053277059382,2194775.080480182,5003495.701623468,-0.8229945051852443,0.9937950399668694
Erseke,0.17983695747527423,0.1339112302465431,2302454.423924516,4914495.396611749,-0.8197018718140838,1.0996845826225983
Bajram Curri,0.14847374549582917,0.15212083818897668,2235662.7294485504,5211037.662905813,-0.6859740313067881,0.943546077844015
Durres,0.18497242865807254,0.12878191139818673,2164963.7208457417,5059330.705784515,-0.8063565418308403,0.9527867996338679
Burrel,0.1615443134849636,0.14117132933613627,2228170.927718162,5105119.657010668,-0.749273573737316,0.9781995374633148
Kukes,0.13985486287263835,0.1542798336191324,2274702.474869751,5173420.56140108,-0.6877897918992248,0.983942017911074
Gramsh,0.17480156436449135,0.13366908285805015,2248653.714024125,4992699.781911268,-0.802367705162335,1.0341331590872462
Lezhe,0.17008489951834702,0.1379475326809265,2187873.272050997,5129275.582664702,-0.7556541159712822,0.9420017610134297
Sarande,0.2074063415932323,0.11809603422800194,2226389.8158654715,4848084.320316753,-0.8947580092421603,1.07334085043866
Permet,0.19007287573701548,0.12760297234789622,2265574.2766247042,4900005.015466468,-0.8461302843372938,1.0802740415112249
Pogradec,0.1616525908879128,0.1413058836065443,2300305.9577522054,4997602.8571676565,-0.774012354365258,1.0670873846190474
Elbasan,0.17112643256174637,0.13534089889008982,2235718.3891939493,5030279.437781502,-0.7876365952729945,1.011334700086065
Peshkopi,0.14718710565064044,0.14855535220185842,2274624.5512261963,5113656.743096174,-0.7214500673885844,1.0062899838428092
Fier,0.19454947302866837,0.12294024120438031,2178856.3932967447,4972597.926540775,-0.8482655669811567,0.9946535022657434
Tirana,0.17391427112045474,0.13417911658562712,2206229.856082808,5060768.514723913,-0.7850976480697236,0.98004397652186
Vlore,0.20234576223826833,0.11877474352366955,2170529.695385406,4935561.21005216,-0.8732279289469367,1.0029267608475754
Eisenstadt,0.1121257236174267,0.1709191478942662,1840478.5371324308,6079166.565937235,-0.3934251116964269,0.3519685804870514
Innsbruck,0.22279360149055902,0.1363614495706276,1270155.3899512514,5987963.19290535,-0.7273656059335294,0.001994166706426048
Bregenz,0.27573375213572765,0.1409070077540926,1087224.070730666,6026824.27775138,-0.796157517873715,-0.13579069140588462
Salzburg,0.16837891571767577,0.1427326041563774,1451606.1599442875,6075386.489781807,-0.5882629032930309,0.09144830882856825
Linz,0.1254311579185466,0.1532664909962618,1590621.9400469263,6160123.583254947,-0.471700653015815,0.1533258741986554
Wiener Neustadt,0.11190013128828398,0.16729933291490115,1808941.725390696,6076298.198334704,-0.4106672986606741,0.3318010892973189
Graz,0.1368098083330316,0.15131290229379385,1715433.3531243466,5954782.271189215,-0.5253685788949003,0.3143617630731612
Klagenfurt,0.1685132865169426,0.13881869855812834,1592981.9132517446,5880316.102655979,-0.6279439651772059,0.2597919149814665
Vienna,0.10596334463970783,0.03251394718986111,1821921.57801719,6140192.439289726,-0.3682896150140582,0.31659546984566056
Sarajevo,0.19341412987234916,0.14755141909912836,2046386.1992527489,5442258.605045213,-0.6496934615661258,0.7293875933376881
Banja Luka,0.19974215642592183,0.1441396053402591,1912468.85182844,5587015.959454667,-0.6346211600245217,0.5849259741027062
Tuzla,0.18500573277788052,0.16115180066566903,2079448.0880183512,5551032.3317162,-0.5721157418901885,0.7108872918121507
Zenica,0.1993625860676314,0.1462038839066653,1994845.2750154631,5499551.050520241,-0.6430039709064337,0.6731964549578264
Mostar,0.20833276342559193,0.13393158416920595,1983713.3259361363,5365474.6051115,-0.7239486877912871,0.7159522222982044
Prijedor,0.19893376396476367,0.14121816181097668,1859035.496247669,5618436.394923554,-0.6434244492040797,0.5371573809431007
Brussels,0.4973807682735464,0.1841835219764486,482380.749454493,6591859.227158039,-0.7780213778975371,-0.7549860702926678
Arlon,0.5894435070313402,0.17155325634733606,647512.0820972342,6391608.56171419,-0.8088443236446659,-0.5686995007173914
Antwerpen,0.4212897828385,0.1833903958440366,491475.55185230344,6660372.919741704,-0.7349701956484029,-0.7745400321855986
Liege,0.4902008447834206,0.17447451794613036,621162.7586264675,6556104.141366612,-0.7293609228200273,-0.648103534638726
Hasselt,0.44500114154371045,0.17524945723810467,610476.0875103128,6614928.208345802,-0.7015638757649816,-0.6773500946422293
Mons,0.5834811445300018,0.18729051628477647,438487.4742347045,6523876.472198091,-0.8380187436472957,-0.7590707080748897
Gent,0.45114740122406854,0.18930558041897788,411882.1159351121,6626602.091993363,-0.7934124898974657,-0.8154948138294671
Namur,0.5522267949027426,0.17980624951952648,542125.9201632425,6528142.9201774,-0.7842590450661606,-0.6908609380166384
Charleroi,0.5778612446274632,0.18311630274556603,495371.7340300678,6519402.563052458,-0.8123458547845681,-0.7190776484161363
Brugge,0.39248357670819173,0.19308947291608378,359561.9552622739,6660372.919741704,-0.8003418464896321,-0.8633945452352267
Ruse,0.14886566035772836,0.30825407575257235,2891334.5302209333,5442829.764300806,-0.23064603049910115,1.2983147881329191
Varna,0.20001958374788412,0.34578855780165174,3105290.5915256026,5344846.15458837,-0.1797402516268285,1.479157414511659
Sliven,0.14323045001805051,0.293590948456545,2931042.192586892,5263299.877105551,-0.3119674502364438,1.3923518510982438
Dobrich,0.2033555870089685,0.3523711878459774,3099134.6236847364,5401458.351338348,-0.15094229438007734,1.4537916959003478
Lovec,0.09685196897020505,0.26204671335217716,2751706.49291893,5333000.4986010315,-0.36162793456931475,1.2454297732459143
Plovdiv,0.09840223184283634,0.24429504782506406,2755602.6750966944,5184075.884291676,-0.4434784640779963,1.3038735425028305
Shumen,0.168845057190441,0.32141252801347636,2997767.095368381,5353159.31565891,-0.22834826214944126,1.4036157051830056
Razgrad,0.15965846613653925,0.31654941290392485,2953974.0076903063,5393608.54874058,-0.22729479981768375,1.3589564742314912
Burgas,0.1832075340029738,0.3196546282211291,3058458.481748873,5238378.455459542,-0.2628446847544579,1.4875180178993912
Montana,0.08421326661378194,0.23168667111417007,2586731.007563298,5375200.6787454365,-0.4196430855908373,1.118488079110529
Kyustendil,0.0820384005554628,0.20013948915639845,2525961.6975392485,5203661.799431418,-0.5462617466990158,1.1418505866505577
Vratsa,0.08111219832420245,0.23558837570177998,2622965.5018165084,5343990.809174863,-0.4192444764849048,1.1545929198205858
Stara Zagora,0.11977294873129317,0.2706054378903619,2852305.9167488106,5224569.993599355,-0.37277480988926914,1.3538331713111025
Pernik,0.07686091722965668,0.21280197341236134,2562875.2406862997,5252797.019944984,-0.5003264469320365,1.1482981717337075
Pleven,0.09975416188218543,0.26487964530369257,2739951.15469116,5376702.618639031,-0.34286771733435994,1.221131331560393
Sofia,0.07615381235140495,0.0002554189104987514,2595603.1709795217,5263890.44324272,-0.47786676956985463,1.1661850929131539
Khaskovo,0.12369541610484087,0.2597976018154043,2845693.538995691,5152564.670605728,-0.4165600971379657,1.3763679676940648
Turnovo,0.12260772268887561,0.28455480287203283,2855957.19604683,5325101.583158158,-0.31440875854229766,1.318611724840935
Minsk,0.3764681180817371,0.5028568107747301,3068699.8749018563,7151240.192854466,0.8183597104984068,0.777444650003063
Brest,0.3235670673547621,0.3747538920381328,2638271.931800584,6818226.972328171,0.41770997245542496,0.6123352843652867
Lida,0.3128750747736499,0.4331531327434187,2814668.796911605,7149067.745608942,0.6912488468506313,0.6071483711695764
Baranavichy,0.38311501479808835,0.4524802107260945,2895798.4418017417,7008342.414735456,0.652285169396067,0.7145419204601038
Mazyr,0.7671279522375011,0.5427831533169545,3258566.3983988636,6808447.121673965,0.7196037752075046,1.033819596550893
Hrodna,0.29034728638316065,0.38813616960801883,2653199.875515961,7109388.885538871,0.588908282145848,0.5132582321381225
Pinsk,0.4752018088793533,0.4480332068887602,2904781.9247087613,6823284.534647328,0.5526280341310175,0.7899557369656409
Maladzyechna,0.3259318921474012,0.48248050614451315,2990631.5160085317,7230765.893023593,0.8244110393926389,0.6950517450116775
Barysaw,0.36676438073049344,0.5307051416051577,3171737.19558011,7213074.7092100335,0.9042078971829799,0.8236720624750773
Polatsk,0.2903274447078815,0.5371357145609963,3204442.861975173,7457433.934971757,1.0578861643093278,0.7541121598569402
Orsha,0.35647844192861916,0.5837926419601441,3386505.8891675714,7268358.344374479,1.0417407827684935,0.9476149995269254
Babruysk,0.5454931757110686,0.5476912226038289,3249727.6308298763,7006449.913018703,0.8266151159915669,0.9536512937038166
Homyel,0.7160013662265808,0.5927905890470722,3450904.2145914813,6878251.54200237,0.8541897596708932,1.1372108901398472
Mahilyow,0.4314170520552761,0.5811715525318933,3375730.162458784,7150956.796263869,0.9703534854301266,0.9843606880742297
Vitsyebsk,0.30704199323363585,0.5760524883339277,3360212.2254422,7398575.400977604,1.1019675096918107,0.8810966064721018
Glarus,0.29215446908298603,0.14088783192521645,1009300.4271753735,5950239.167201476,-0.877858588967015,-0.15957324089674074
Zurich,0.32851917907839917,0.1453012375173399,951781.6462824892,6004321.824613644,-0.8759372579164157,-0.21858786996403068
Liestal,0.38567279232116636,0.15044379446915876,861278.9002675572,6021271.420024494,-0.9112517483975977,-0.285901799162656
Basel,0.4025585639864967,0.15185167849445014,844914.9351209477,6037330.08236139,-0.9103269332375028,-0.3029433062990903
Fribourg,0.3749872299209854,0.15051701804270168,795934.3591719075,5909489.863677087,-1.0065197248477507,-0.288019100333583
Zug,0.32322019648974276,0.1445005836033828,944768.5183625128,5971340.528130502,-0.8979671817774588,-0.2109498529479481
Chur,0.2713770087489781,0.1378057042126485,1057535.1625360982,5917624.531129298,-0.8723033776447515,-0.11485873449796746
Sarnen,0.3209266666434059,0.14421658859844977,917606.562608954,5925603.855582925,-0.9371580045328756,-0.21210278371635227
Schwyz,0.3083706881725316,0.14273775489329146,962690.95638023,5945339.192693497,-0.90371317782055,-0.18913191181164368
Luzern,0.32745722853772974,0.14489054687446068,921725.3837683044,5950304.518809332,-0.9212208766798162,-0.2185866348305816
Neuchatel,0.4097077420949869,0.15320718354107032,770664.8347618338,5941910.848506266,-1.0008031441119134,-0.3171920897191971
Altdorf,0.3023878795656007,0.14194859296247267,961577.7614722974,5922346.108388219,-0.9172001829744882,-0.18126355591840304
Biel,0.4000589399195056,0.15188470661910355,807066.3082512341,5969309.956032277,-0.9673498121143744,-0.30294237545175173
Geneva,0.37034004587224245,0.15435704852867485,683501.6734706997,5814065.968127321,-1.1159204791537123,-0.3279852064964679
Lausanne,0.3790319493342792,0.15248051840583618,740274.6137752684,5865757.439570724,-1.0587054897754165,-0.3091188302335943
Bern,0.3649296254616603,0.14906514691151457,831222.6377533723,5928487.975579508,-0.9783442465743892,-0.27137038300316707
Stans,0.3170646967404676,0.14373276053804704,933224.6871672512,5933916.615134276,-0.92474166696518,-0.20469846716045903
Saint Gallen,0.290574132813576,0.14182936723964495,1042173.0728066269,6011393.836300864,-0.82716396601875,-0.16035261360204545
Appenzell,0.2862959914434221,0.14109059155182566,1048262.2489530195,5996647.821500637,-0.8324421350407514,-0.15072401243660583
Herisau,0.2930091310356575,0.14191734363818811,1033412.2288811968,6004864.355969811,-0.8351788518818148,-0.16380639727007607
Frauenfeld,0.3055941754146803,0.14370024394014305,1013897.9221451356,6035283.995190654,-0.8277360995118306,-0.18835264349921665
Lugano,0.2534517894704822,0.13462481514283484,998168.4780960468,5780413.320768437,-0.9789150426246889,-0.10341801499098091
Bellinzona,0.26078771757526503,0.13568530765916006,1004101.8069553274,5811975.005393477,-0.9582188673150562,-0.11125127063013762
Sion,0.31237575616447094,0.1457634222540423,818643.5352937328,5818732.207563605,-1.0463239038262722,-0.2387051774608615
Schaffhausen,0.3352737767926363,0.14663827186066405,961021.164018331,6058082.338767273,-0.8411141365059391,-0.23251462243682441
Aarau,0.3599086231462751,0.14818360906141642,894340.7890331597,6005965.9635091685,-0.9034779359125418,-0.25789519913755243
Delemont,0.4083477592938143,0.15233759957330895,817641.6598765943,6002677.997532715,-0.9433370045835345,-0.30832590404211
Solothurn,0.3826839656726106,0.1502546965567838,839015.0021089041,5976746.781485171,-0.9473334087244041,-0.284209780742138
Usti Nad Labem,0.09314414765801825,0.1666914650707001,1567489.749860085,6561897.431115587,-0.2571360184004776,-0.012846924220515588
Pardubice,0.1012681565749238,0.18035378311817785,1754395.17490199,6453275.351249498,-0.22562050794882627,0.15376237540338122
Jihlava,0.09975597798873416,0.1735730814914113,1734725.020878819,6343076.014510823,-0.29736377711185735,0.18181743901908454
Liberec,0.09308731277799298,0.17707897612391293,1678697.9211625657,6585991.99809962,-0.18847022146346237,0.05302976782191893
Prague,0.09985899640757606,0.16690380880992256,1610347.7538154956,6460714.450797626,-0.29282019228033285,0.05394645096740769
Brno,0.10539363909302894,0.18488788936696693,1849016.7420762754,6308933.743043185,-0.2599325012439557,0.2715992690444353
Pizen,0.12309847767671758,0.15684153345789884,1487228.3969981358,6401438.486044961,-0.3871809379389344,-0.0067668295172904624
Ceske Budejovice,0.11250641657501342,0.15956120368387341,1609679.8368707346,6271468.493559984,-0.39961632496860133,0.12442902601344752
Ostrava,0.14907419548336528,0.21731003962102258,2031580.706977244,6416955.751527155,-0.10868980884149071,0.3540825052119241
Olomouc,0.12048622998004237,0.1981975523885717,1920261.2161839688,6382443.230359118,-0.18327165740097762,0.2920356495997716
Hradec Kralove,0.10218191591377125,0.18214090261831073,1760183.7884232418,6482028.139907379,-0.20657626439736276,0.14688446226006135
Zlin,0.12419592420252043,0.20105195954097835,1964789.0125012782,6314046.261973225,-0.19968373532535466,0.34766503345753774
Berlin,0.07591778427865448,0.0,1491848.155866057,6895029.109920199,-0.10720956427859996,-0.18866086312887376
Cologne,0.37460569229264234,0.16535671592482307,773670.4610132512,6608920.861329697,-0.6240701791389975,-0.565173788039993
Munich,0.20979215155690692,0.1419264994248234,1288523.1059321407,6128492.838182359,-0.6392046902203399,-0.03830648895100852
Potsdam,0.07710253859249049,0.1643835465043281,1454945.7446680856,6872849.233024859,-0.13797493182575593,-0.20520425236215756
Kiel,0.19434297248504523,0.15076801269384593,1127666.4417358618,7232980.095244917,-0.09756202903271838,-0.5606363447600085
Wiesbaden,0.3443090534073842,0.1573843759733466,918385.7990445064,6460211.364875416,-0.6360147617677194,-0.4119575184992925
Magdeburg,0.10893748353397066,0.1568300650243445,1293532.4830178376,6823737.875799158,-0.24559440525799037,-0.2955214462629059
Bremen,0.20691117264910242,0.15528391202099953,979611.5189808088,6997809.486403393,-0.30323396296912364,-0.5722175712152175
Hannover,0.1786629765618989,0.15485529052733166,1081658.0961910023,6866757.73450172,-0.32638983998103566,-0.45436058561785053
Dusseldorf,0.3567683388399013,0.16641397683337117,754746.1475783959,6660372.919741704,-0.6045027237163296,-0.5972059196435138
Saarbrucken,0.4945780594979868,0.16248524595875835,775896.8508291168,6317456.332885142,-0.7869376598358078,-0.45442847485559756
Schwerin,0.13794184106492338,0.1555353066630364,1270901.230539567,7101011.336738871,-0.10082238995527515,-0.41469204690054706
Hamburg,0.17560361773787292,0.15296556247279283,1113194.9079327343,7085388.165495079,-0.1877652046359728,-0.515064234798323
Stuttgart,0.3119687987172971,0.14928944575602737,1024139.3152981156,6237614.107564599,-0.708834870139281,-0.25729086010544666
Dresden,0.08744636261571649,0.1657323526056652,1530642.998407513,6630142.913981801,-0.2370027119611411,-0.06324572174585819
Erfurt,0.15884158714673405,0.15380241564418407,1227853.9834498076,6616006.462153601,-0.39500691747452077,-0.2619001241408272
Mainz,0.3472025900551376,0.15706359806087186,920968.4112309109,6443245.7006989075,-0.6442793785510439,-0.4038589119560201
Rostock,0.1429125129295003,0.15814847862647247,1352531.813138275,7183500.501536507,-0.01396281651724074,-0.3906255089442454
Kassel,0.21598309137035476,0.15505350323449327,1057535.1625360982,6674532.798473078,-0.4464853388014367,-0.398560298033942
Dortmund,0.30199577702665803,0.16254068035963964,829330.2064098875,6715585.518497572,-0.5364802824050781,-0.5676620854963452
Duisburg,0.3389585772015924,0.16652653098876713,751406.5628545951,6697711.123236825,-0.5851521441184238,-0.6134503686308586
Essen,0.3262940072180941,0.16494113791699522,781084.3391000847,6701282.8687736215,-0.5684355253349391,-0.5947987262437127
Bonn,0.3851919704739693,0.16446883940332344,788141.9948163759,6572001.53479776,-0.6376685138166955,-0.5415880698267745
Bielefeld,0.2335254570925313,0.1576406801039546,949555.2564666241,6805551.6578633115,-0.426288311449345,-0.5204015335010026
Lubeck,0.16576958771541206,0.15296266780612064,1187778.9667642287,7145649.712912046,-0.11690234856133674,-0.4874128289560953
Flensburg,0.22016265393441256,0.14864709794869013,1050110.1525001868,7319999.354721317,-0.08704124397437063,-0.6454930375247541
Emden,0.2384580290169068,0.16011776996962723,803359.3692078161,7051117.65163922,-0.36058834458569056,-0.7109184679989022
Wuppertal,0.33535359292467104,0.16412155546050264,798160.748987773,6665635.539174073,-0.5800273824842295,-0.56993517777906
Munster,0.2698276298985446,0.16137179458869588,848254.5198447456,6794775.163248826,-0.4825519177499027,-0.5845965949634584
Osnabruck,0.24274954494321746,0.15911800939288098,896121.9008858531,6850985.030689321,-0.4272082655389262,-0.5734224041286533
Gottingen,0.18887844896181888,0.15462085566558986,1104289.348669273,6713867.874628899,-0.4011866900547547,-0.3818109873174509
Oldenburg,0.22239063556610267,0.1567870566787142,915046.2143207084,7007080.697010494,-0.33001445817024067,-0.6191825447931718
Stralsund,0.14667349159015894,0.164328213166621,1458285.3293918837,7227254.99032034,0.06306003899179036,-0.33579182909979144
Braunschweig,0.148512657291216,0.1547822765821505,1168854.653329373,6845455.502518217,-0.29516246486667264,-0.38764220377126124
Bremerhaven,0.214567430421535,0.15453124964814582,955121.2310062872,7085463.113194358,-0.2660586900067008,-0.6215677766550702
Freiburg,0.3993097198237288,0.1522072113695933,876073.2605939844,6106921.380890469,-0.855735624991115,-0.3080395990695006
Karlsruhe,0.3664289809207795,0.1535528522712848,935083.7226634992,6274861.394006577,-0.7320132198063072,-0.33123791970284056
Heidelberg,0.3357969909156813,0.1536446689661002,968479.5699014792,6346429.428507236,-0.6752010127569781,-0.33556797285551276
Ingolstadt,0.205075367371667,0.14557580272763668,1274608.1695829823,6235992.495014612,-0.5856237619397975,-0.08797195254657852
Passau,0.14190949447580783,0.15006145174489335,1499095.054716697,6201707.188449245,-0.49366418013077773,0.07608887541505549
Rosenheim,0.19520560332471795,0.14068286613945977,1350672.7776420263,6081986.124751144,-0.6345690773558701,0.02098783354662581
Augsburg,0.2319986665635263,0.1433183538263488,1213382.449646683,6165281.144871334,-0.6557455068868592,-0.10270867652187676
Regensburg,0.1759135101457905,0.147903748000622,1349192.2284144766,6278323.556333763,-0.5248481578547244,-0.05359990807430659
Wurzburg,0.248638797088058,0.15104585315387653,1107628.9333930712,6411780.1256478075,-0.5694788747418995,-0.26633409070023695
Coburg,0.18600831257575937,0.15182711463059026,1220796.3277335134,6492574.921756732,-0.4679439979411315,-0.22038987357545325
Hof,0.1482525452723387,0.15346646406461792,1326560.975936203,6501356.729392841,-0.41059039904531236,-0.15244036417227025
Ulm,0.27011461035577633,0.14506242833129418,1113194.9079327343,6173727.519613726,-0.7006431385527794,-0.1733589558238966
Nurnberg,0.20564053617859096,0.1487556335227773,1233419.9579894708,6351564.799961716,-0.5410170174650952,-0.15903394061934462
Furth,0.2084809262067076,0.14883103356183094,1224514.3987260095,6354990.127091222,-0.5435032883854172,-0.16631642600823282
Giessen,0.29290578432956466,0.15662874492420803,962913.5953618159,6547982.831314177,-0.5645703060600473,-0.41486261107180855
Mannheim,0.35057807861960827,0.15489479765301525,942876.087019028,6360199.303723972,-0.6801425869872615,-0.3579751702989593
Frankfurt,0.3138211992714409,0.15561149771839214,965696.5826316477,6463612.124257668,-0.6106560491115953,-0.38136452622150374
Koblenz,0.37696119839674586,0.1611198232293122,846028.1300288803,6507198.995533186,-0.6454385400102138,-0.47830801125557043
Chemnitz,0.10449377331425688,0.15942074656945215,1438247.8210490956,6591277.603245918,-0.3046551217284179,-0.1109140198915246
Cottbus,0.07749221668446636,0.1734411769919025,1595208.30306761,6758716.822551782,-0.13267393139369776,-0.06794734704596972
Jena,0.13930921279608796,0.1546085419015745,1289079.703386107,6608991.510466256,-0.36861208480998453,-0.21803031454790056
Gera,0.12507880910927122,0.15581597594597812,1343626.2538748134,6598400.921804966,-0.3475387748701797,-0.17731926058568126
Leipzig,0.10174728315284264,0.1584763459179609,1381474.880744524,6680837.919375699,-0.2824053176006247,-0.18272386990901124
Vejle,0.23510406444554746,0.14393372918405717,1061431.3447138623,7500702.551252491,0.02022832235199523,-0.7055978010440125
Hillerod,0.22081030061496232,0.15318125993156806,1371088.7722535129,7545149.014799729,0.19868793665813822,-0.5136776520925912
Kobenhavn,0.21396637120770526,0.15608965844900302,1398562.422581293,7494698.2573639285,0.1839205335879921,-0.4762621521877022
Viborg,0.23535868426204007,0.13941557240589567,1046403.2134567716,7645161.465608773,0.09404996351688677,-0.7698660242677842
Soro,0.21141638617511677,0.150820440912429,1287599.154158557,7446360.183475817,0.1017372989826475,-0.532887020473368
Roskilde,0.2147264557201475,0.15284433371355538,1345106.8031023634,7489053.739516145,0.15425437697104005,-0.5101531928687872
Odense,0.22195706001927798,0.14671475058179717,1155863.6687537986,7439966.611681722,0.032857046881212604,-0.6192251461991307
Svendborg,0.21019434146481397,0.14877577502604403,1181845.6379049479,7375541.323023854,0.009488691340278521,-0.5775765324052264
Esbjerg,0.24253450673340352,0.14602036488363143,940649.6972031627,7453033.953095794,-0.06644391841297459,-0.7690870749012526
Aarhus,0.2321068922087934,0.14227566504135325,1136649.924642878,7589773.5889079515,0.10761313740898526,-0.6883172605617118
Aalborg,0.21972615310477994,0.13606145439746295,1103910.8624005779,7767009.781902915,0.19109756948415146,-0.7768006917955503
Frederikshavn,0.20222632686408895,0.13502871881264125,1172561.5923727886,7849284.717022113,0.27140427277704227,-0.7613968412149901
Viljandi,0.2668350846067916,0.4227088845394758,2848665.769399872,8044153.229062827,1.211649681808371,0.2945554534806767
Tallinn,0.2667848741885833,0.38519587136076183,2752708.368336068,8274766.245641222,1.293833863478639,0.14348283638504755
Parnu,0.26680311877079127,0.39200162405097705,2728841.469509989,8046445.665698129,1.153558721807257,0.21298482025297893
Tartu,0.26685826554208153,0.453890554869503,2973332.467139258,8048399.035620715,1.2758186160012928,0.37693719447026774
Haapsalu,0.2667302380485367,0.358486460972553,2620616.6605607704,8168098.762582532,1.1683654356449535,0.0944890633605866
Kohtla-Jarve,0.2668063613937419,0.45453438297314763,3037163.0631601214,8267349.128246062,1.4306267272627116,0.3378662154836327
Narva,0.26680831574432035,0.4774668825818699,3134790.256585821,8262452.212711178,1.476252380827213,0.40546149722112546
Vitoria,0.23817840028823645,0.18548909138874858,-297223.0404180417,5289168.115681344,-1.8972271654953836,-0.791842618217061
Santander,0.22955369421451755,0.1930795748451161,-423014.0650144388,5370068.331047045,-1.9140522108399134,-0.9068958023139078
Logrono,0.23622405408042302,0.1812272495269346,-270506.36262765486,5231705.6181064965,-1.9163143301655023,-0.7523088861865359
Barcelona,0.19432259745396732,0.1482926258467565,243054.9761980336,5069043.782791095,-1.7533212976705745,-0.34541533641607236
Mataro,0.18536906157023397,0.14779057896083037,272732.7524435203,5092320.8042083215,-1.7255189736672016,-0.3341495528157592
Oviedo,0.18365979140261168,0.19422315226186118,-648992.6313247842,5365474.6051115,-2.028623407112017,-1.057388903122641
Toledo,0.2062521576153398,0.15990856030193804,-447136.99866934295,4846633.862922245,-2.2204780742345216,-0.7269527801771734
Lorca,0.2578895233802356,0.1364419227450461,-189076.15511237446,4535528.354897039,-2.267612702161984,-0.43652044008948176
Zaragoza,0.2380013003201664,0.16794023193685637,-99074.34680601297,5108694.47561503,-1.9005618207213466,-0.590728928098931
Murcia,0.25843536214905954,0.1369249482359375,-125791.0245963998,4576600.868774604,-2.213144469952461,-0.4092874167201723
Gijon,0.19323450442636667,0.19600552238180063,-631181.5127978615,5392994.36360528,-2.00431491350011,-1.0557065236152212
Linares,0.23904765857281426,0.14377634035687092,-404468.2378482815,4591200.001558412,-2.3430337951062308,-0.6024711295993928
Cartagena,0.26049142366860956,0.1334273196689251,-109093.10097740697,4523128.5206713835,-2.2349518098381957,-0.3779977018187797
Vigo,0.10053432148272942,0.17854063918207366,-971819.1546252772,5193991.557680098,-2.285076821647748,-1.2105641232702666
Valladolid,0.17707991097007839,0.177460813054747,-528767.5812680506,5108694.47561503,-2.113502388018515,-0.8801621942352731
Santiago de Compostela,0.12487538825262187,0.18556184481352925,-950790.902814429,5294164.983794547,-2.21830085946871,-1.2339465229850664
Merida,0.17040195588783785,0.15154625131590346,-705542.932647767,4709074.155026574,-2.4259225141232705,-0.8494505261547562
Cordoba,0.2270893961468759,0.14308201908174445,-530993.9710839159,4562487.679444513,-2.4218882626254126,-0.6769346327983783
Jaen,0.24124924301213074,0.14142012442939134,-423014.0650144388,4547041.614953807,-2.377066868339092,-0.5984119658155551
Albacete,0.248627858482463,0.14777279948095728,-208167.4477834228,4721714.545097106,-2.1723298755506373,-0.519165595825589
Guadalajara,0.21941351663716682,0.16572964327756576,-352504.29954597977,4958461.71083514,-2.1106698938190065,-0.7051248784616302
Burgos,0.21382245287414248,0.18303134985088731,-409655.72611924674,5213613.041147599,-1.995450208096778,-0.839255882550964
Leon,0.1672275760246318,0.18673094416881908,-620049.5637185349,5248260.503047942,-2.0802220409112815,-0.993959640971207
